food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density
wheat germ toasted,115,3.2,0.5,0.5,2.0,14.9,2.3,8.7,4.5,0.0,0.06,49.3
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0.0,0.086,42.6
bran flakes asda,109,0.6,0.2,19.5,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8
amaranth cooked,251,3.9,0.0,0.0,0.0,46.0,0.0,9.3,5.2,0.0,0.095,185.2
triticale,645,4.0,0.7,0.4,1.8,138.5,0.0,25.1,0.0,0.0,0.049,243.5
barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0.0,0.016,16.3
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0.0,0.071,72.6
cottonseed kernels roasted,754,54.1,14.5,10.3,26.9,32.6,0.0,48.6,8.2,0.0,0.073,313.9
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0.0,0.036,213.0
chaptti roti indian bread,491,2.5,2.5,99.9,17.5,0.089,68.4,7.0,0.0,0.0,0.0,9.551
quinoa cooked,222,3.6,0.4,1.0,2.0,39.4,1.6,8.1,5.2,0.0,0.026,90.6
dar vida swiss original,116,3.1,0.3,17.8,2.8,0.5,0.0,0.0,0.0,0.0,0.0,3.6
teff cooked,255,1.6,0.0,0.0,0.0,50.0,0.0,9.8,7.1,0.0,0.053,197.2
couscous dry,650,1.1,0.2,0.2,0.4,134.0,0.0,22.1,8.7,0.0,0.031,209.3
weetabix weetabix,2078,11.5,396.1,68.9,57.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5
oat bran cooked,88,1.9,0.4,0.6,0.7,25.1,0.0,7.0,5.7,0.0,0.082,63.5
buckwheat cooked,155,1.0,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0.0,0.053,57.8
millet puffed,74,0.7,0.1,0.2,0.4,16.8,0.1,2.7,0.6,0.0,0.076,23.1
oat bran raw,23,0.5,0.077,0.2,0.2,4.9,0.1,1.3,1.2,0.0,0.036,65.9
popcorn oil popped,64,4.8,0.8,1.1,2.6,5.0,0.027,0.8,0.9,0.0,0.018,12.109
kamut cooked,251,1.6,0.0,0.0,0.0,52.4,0.0,11.1,6.7,0.0,0.038,92.5
wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9.0,24.8,0.0,0.015,122.1
cheese popcorn,58,3.7,0.7,1.1,1.7,5.7,0.0,1.0,1.1,1.2,0.002,24.284
raisin bran crunch kelloggs,90,0.5,0.0,0.0,0.0,21.2,9.0,1.9,0.0,0.0,0.0,23.6
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6.0,2.2,0.0,0.054,58.2
multigrain cheerios general mills,4,0.005,0.0,0.08,0.095,1.0,0.2,0.038,0.1,0.072,0.0,1.248
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0.0,0.049,67.9
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1.0,1.2,0.0,0.016,9.7
teff raw,708,4.6,0.9,1.1,2.1,141.1,3.6,25.7,15.4,0.0,0.053,548.9
spelt cooked,246,1.6,0.0,0.0,0.0,51.3,0.0,10.7,7.6,0.0,0.041,93.8
millet raw,756,8.4,1.4,1.5,4.3,145.7,0.0,22.0,17.0,0.0,0.013,215.1
popcorn unpopped,106,1.2,0.2,0.3,0.7,20.9,0.3,3.1,3.6,0.0,0.001,31.1
whole wheat cooked,150,1.0,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0.0,0.6,61.3
wheat sprouted,214,1.4,0.2,0.2,0.6,45.9,0.0,8.1,1.2,0.0,0.026,91.9
whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0.0,0.036,39.6
caramel popcorn,122,3.6,1.0,0.8,1.3,22.4,15.1,1.1,1.5,1.4,0.069,41.396
wheat puffed,44,0.1,0.025,0.0,0.0,9.6,0.0,1.8,0.5,0.0,0.03,19.2
roggenmischbrot sonnenblumenkerne aldi,82,3.1,9.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
wheat germ,112,3.0,0.5,0.4,1.9,16.1,0.0,7.2,4.1,0.0,0.037,44.4
microwave popcorn,465,26.3,12.7,9.2,3.6,49.8,0.3,7.3,8.7,0.0,0.6,93.352
millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0.0,0.046,57.6
kamut raw,627,4.1,0.4,0.4,1.1,130.9,15.2,27.3,16.9,0.0,0.012,180.788
wheat durum,651,4.7,0.9,0.7,1.9,136.6,0.0,26.3,0.0,0.0,0.032,239.7
sorghum,651,6.3,0.9,1.9,2.6,143.3,0.0,21.7,12.1,0.0,0.045,245.6
white wheat,657,3.3,0.5,0.4,1.4,145.7,0.8,21.7,23.4,0.0,0.094,264.3
rye,571,2.8,0.3,0.4,1.3,128.2,1.7,17.5,25.5,0.0,0.078,219.0
spelt raw,588,4.2,0.7,0.8,2.2,122.1,11.9,25.4,18.6,0.0,0.076,225.0
buckwheat raw,41,0.4,0.007,0.1,0.1,8.6,0.0,1.6,1.2,0.0,0.054,14.3
honey cereali general mills,104,2.0,21.2,3.0,188.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0
barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6.0,0.0,0.064,73.9
oats,39,0.7,0.1,0.2,0.3,6.6,0.0,1.7,1.1,0.0,0.074,16.0
amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0.0,0.077,26.4
semolina,601,1.8,0.3,0.2,0.7,121.6,0.0,21.2,6.5,0.0,0.097,186.8
quinoa dry,221,3.6,0.4,1.0,2.0,38.5,0.0,8.5,4.2,0.0,0.026,85.7
wheat shredded,155,1.0,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0.0,0.086,76.9
cattail,5,0.0,0.0,0.0,0.0,1.0,0.074,0.2,0.9,0.0,0.031,12.7
peanut granola bar,116,5.7,0.8,1.7,2.9,15.0,8.2,2.4,0.7,0.0,0.006,34.218
vanilla bluberry bar kind,49,1.4,8.4,2.5,0.7,0.9,0.096,0.0,0.0,0.0,0.0,2.3
coconut granola bar,150,9.1,6.4,1.4,0.9,15.6,9.7,1.5,1.8,0.0,0.006,40.5
almond granola bar,119,6.1,3.0,1.9,0.9,14.9,0.0,1.8,1.2,0.0,0.067,32.3
chocolate chip granola bar,105,3.9,2.7,0.6,0.3,17.3,0.0,1.8,1.1,0.0,0.062,43.38
fruit granola bar,82,0.2,0.034,0.032,0.093,18.6,13.3,1.4,1.8,0.0,0.028,24.1
granola bar,99,4.2,0.5,0.9,2.5,13.5,6.0,2.1,1.1,0.0,0.084,34.5
peanut bar,209,13.5,1.9,6.7,4.3,19.0,16.9,6.2,1.6,0.0,0.059,71.9
milk cereal bar,103,2.7,2.3,0.3,0.01,18.0,11.5,1.6,0.1,1.5,0.087,130.334
almond rice bar,128,5.7,1.1,2.1,2.2,18.1,0.0,2.0,1.0,0.0,0.0,52.5
fruit nut squares,55,1.3,0.1,0.2,1.0,10.3,6.4,0.3,0.3,0.0,0.086,14.762
rice wheat cereal bar,90,2.0,0.0,1.4,0.5,16.0,7.0,2.0,0.4,0.0,0.1,27.8
crisped rice bar,113,3.8,1.5,1.1,1.0,20.4,0.0,1.4,0.6,0.0,0.01,33.9
brown rice raw,685,5.4,1.1,2.0,1.9,142.9,1.6,14.7,6.5,0.0,0.086,214.8
rice pilaf cooked,352,8.8,1.8,3.7,3.0,61.1,0.6,7.0,1.4,0.0,1.0,149.399
beef flavored rice raw,657,2.3,0.0,0.0,0.0,139.1,0.0,19.8,2.9,0.0,2.4,227.9
wild rice cooked,166,0.6,0.078,0.03,0.3,35.0,1.2,6.5,3.0,0.0,0.008,51.0
wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4.0,23.6,9.9,0.0,0.051,191.7
congee with pork shrimp and squid plus egg,178,0.3,39.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0.0,5.1,5.1,2.0,1.1,77.7
chicken flavored rice raw,601,2.2,0.7,0.6,0.8,127.3,4.0,17.9,2.0,0.0,2.1,184.3
instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0.0,0.039,115.2
rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0.0,0.2,43.9
parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0.0,0.055,306.3
instant white rice cooked,193,0.8,0.088,0.1,0.032,41.4,0.0,3.6,1.0,0.0,0.001,62.9
rice pilaf raw,732,2.8,0.0,0.0,0.0,155.7,3.1,21.3,2.4,0.0,2.7,356.56
rice cracker cake,111,1.2,0.2,0.4,0.4,23.0,0.2,2.0,1.2,0.0,0.097,30.9
parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0.0,0.088,80.7
white rice steamed,199,0.4,0.0,0.0,0.0,44.7,0.0,4.2,1.2,0.0,0.009,57.6
brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0.0,0.024,9.8
glutinous white rice raw,685,1.0,0.2,0.4,0.4,151.1,0.0,12.6,5.2,0.0,0.015,193.3
white rice pasta raw,600,4.0,0.7,1.0,1.6,122.8,0.0,15.3,0.0,3.3,3.0,224.6
glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0.0,0.027,45.9
brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0.0,0.086,75.9
beef flavored rice cooked,319,7.9,2.1,3.5,2.9,54.4,0.0,7.0,1.5,0.0,0.9,97.7
white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0.0,0.077,67.5
chicken flavored rice cooked,317,8.0,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0.0,0.9,89.138
white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0.0,0.081,224.5
cheese imitation,441,36.2,6.6,16.0,12.0,1.1,1.1,28.3,0.0,17.0,0.8,863.2
cheshire cheese,110,8.7,5.5,2.5,0.2,1.4,0.0,6.6,0.0,29.1,0.2,198.767
monterey cheese,421,34.2,21.5,9.9,1.0,0.8,0.6,27.7,0.0,100.6,0.7,906.7
edam cheese,107,8.3,5.6,2.4,0.2,0.4,0.0,7.5,0.0,26.7,0.3,235.628
fontina cheese,420,33.6,20.7,9.4,1.8,1.7,1.7,27.6,0.0,125.3,0.9,657.4
monterey cheese low fat,350,24.4,15.9,6.4,0.9,0.8,0.6,31.9,0.0,73.5,0.6,854.8
colby cheese,445,36.3,22.8,10.5,1.1,2.9,0.6,26.8,0.0,107.4,0.7,841.3
american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0.0,25.0,0.4,274.886
blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0.0,22.5,0.3,174.154
nectarine,66,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0.0,0.0,20.735
kiwifruit gold,51,0.2,0.008,0.099,0.051,12.8,10.0,0.8,1.1,0.0,0.046,159.686
prickly pear raw,8,0.072,0.0,0.0,0.0,1.9,0.2,0.001,1.0,0.0,0.065,39.263
pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,13.97
rowan,253,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,176.4
muscadine grapes,3,0.056,0.0,0.0,0.0,0.8,0.0,0.014,0.2,0.0,0.024,3.38
heidelbeeren jutro,17,0.2,0.039,2.5,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6
prunes stewed,316,0.7,0.085,0.5,0.1,83.2,0.0,3.4,0.0,0.0,0.039,157.8
tangerine,40,0.2,0.07,0.097,0.05,10.1,8.0,0.6,1.4,0.0,0.056,60.8
prunes,237,0.5,0.057,0.3,0.1,62.3,0.0,2.6,0.0,0.0,0.076,118.3
lemon peel,1,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0.0,0.028,5.934
banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,41.084
raspberries,5,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0.0,0.054,2.207
apricot,17,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0.0,0.02,5.334
strawberry guava,4,0.008,0.039,0.004,0.041,1.0,0.0,0.01,0.3,0.0,0.059,4.931
kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,13.588
figs,37,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0.0,0.049,30.4
clementine,35,0.1,0.0,0.0,0.0,8.9,6.8,0.6,1.3,0.0,0.044,10.954
orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,28.073
bartlett pear,112,0.3,0.0,0.0,0.0,26.6,17.2,0.7,5.5,0.0,0.047,57.1
red white currants,63,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0.0,0.056,106.1
blueberries,84,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0.0,0.015,26.767
mulberries,6,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0.0,0.021,2.163
java plum,2,0.029,0.0,0.0,0.0,0.5,0.0,0.034,0.0,0.0,0.063,1.624
prune puree,46,0.02,0.038,0.0,0.0,11.7,7.0,0.4,0.6,0.0,0.036,12.709
applesauce,102,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0.0,0.031,30.923
blackberries raw,62,0.7,0.076,0.03,0.4,13.8,7.0,2.0,7.6,0.0,0.05,97.0
plum,30,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0.0,0.0,9.21
american grapes,2,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0.0,0.056,0.93
peach,59,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0.0,0.0,18.643
honeydew melon,64,0.2,0.055,0.049,0.1,16.1,14.4,1.0,1.4,0.0,0.062,61.5
yellow plantain fried,399,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0.0,0.079,100.5
rose hips,206,0.4,0.0,0.0,0.0,48.5,3.3,2.0,30.6,0.0,0.035,838.4
lemons,17,0.2,0.063,0.046,0.031,5.4,1.5,0.6,1.6,0.0,0.045,53.9
lime,20,0.1,0.087,0.002,0.095,7.1,1.1,0.5,1.9,0.0,0.082,51.6
pomegranate,117,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0.0,0.042,36.33
gooseberries,66,0.9,0.001,0.06,0.5,15.3,0.0,1.3,6.5,0.0,0.074,24.2
asian pear,51,0.3,0.009,0.091,0.091,13.0,8.6,0.6,4.4,0.0,0.0,27.8
abiyuch,157,0.2,0.065,0.0,0.0,40.1,19.5,3.4,12.1,0.0,0.093,201.0
horned melon kiwano,92,2.6,0.0,0.0,0.0,15.8,0.0,3.7,0.0,0.0,0.095,62.8
fruit walnut salad mcdonalds,312,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0.0,5.3,0.017,618.0
grapefruit,53,0.2,0.092,0.048,0.006,13.3,8.6,1.0,2.0,0.0,0.0,16.592
japanese persimmon,118,0.3,0.089,0.077,0.086,31.2,21.1,1.0,6.0,0.0,0.067,38.927
wild raspberries,81,0.4,0.0,0.0,0.0,18.0,7.2,1.5,9.8,0.0,0.09,111.6
pink lady apple,18,0.1,0.0,0.0,0.0,3.9,0.0,0.1,0.0,0.0,0.0,4.1
maraschino cherries,8,0.083,0.06,0.015,0.033,2.1,1.9,0.06,0.2,0.0,0.072,5.19
black currants,71,0.5,0.019,0.081,0.2,17.2,0.0,1.6,0.0,0.0,0.075,285.3
plantain cooked,179,0.3,0.1,0.02,0.052,48.0,21.6,1.2,3.5,0.0,0.079,73.8
crab apple,84,0.3,0.064,0.022,0.018,21.9,0.0,0.4,0.0,0.0,0.03,51.6
pom potes materne,19,0.2,0.2,4.8,3.8,0.2,0.068,0.0,0.0,0.0,0.0,0.4
apple,95,0.3,0.043,0.002,0.094,25.1,18.9,0.5,4.4,0.0,0.062,30.438
cantaloupe melon,60,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0.0,0.087,17.939
prickly pear cooked,7,0.043,0.0,0.0,0.0,1.6,0.0,0.091,0.0,0.0,0.0,2.226
guava,37,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3.0,0.0,0.056,12.956
strawberries,4,0.069,0.057,0.06,0.036,0.9,0.6,0.01,0.2,0.0,0.068,10.261
japanese persimmon dried,93,0.2,0.0,0.0,0.0,25.0,0.0,0.5,4.9,0.0,0.002,39.4
watermelon,86,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0.0,0.043,25.025
elderberries,106,0.7,0.005,0.1,0.4,26.7,0.0,1.0,10.2,0.0,0.042,148.2
kumquat,13,0.2,0.063,0.037,0.042,3.0,1.8,0.4,1.2,0.0,0.018,4.882
orange peel,6,0.017,0.046,0.073,0.07,1.5,0.0,0.093,0.6,0.0,0.023,20.111
pokeberry shoots cooked,33,0.7,0.0,0.0,0.0,5.1,2.6,3.8,2.5,0.0,0.4,236.9
breadfruit,227,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0.0,0.057,73.872
pear,101,0.2,0.019,0.1,0.2,27.1,17.4,0.6,5.5,0.0,0.07,57.4
sour cherries,52,0.3,0.069,0.023,0.09,12.5,8.7,1.0,1.6,0.0,0.071,15.607
plantain raw,218,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3.0,0.0,0.082,102.4
blackberries frozen,97,0.6,0.017,0.006,0.4,23.7,16.1,1.8,7.6,0.0,0.007,83.4
cherries,5,0.056,0.053,0.093,0.047,1.3,1.0,0.068,0.2,0.0,0.0,1.715
plantain fried,16,0.6,0.2,0.2,0.1,2.6,0.2,0.023,0.2,0.0,0.065,3.85
carambola starfruit,26,0.3,0.077,0.01,0.2,5.7,3.4,0.9,2.4,0.0,0.047,9.403
chayote cooked,35,0.8,0.1,0.0,0.0,7.2,0.0,1.0,4.5,0.0,0.4,47.5
apple dippers mcdonalds,33,0.0,0.0,0.0,0.0,8.2,6.3,0.0,0.0,0.0,0.0,238.864
white grapefruit,78,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0.0,0.0,131.2
cherimoya,176,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,54.8
melon balls,57,0.4,0.1,0.032,0.2,13.7,0.0,1.5,1.2,0.0,0.022,45.3
golden delicious apple,62,0.2,0.0,0.0,0.0,14.8,10.9,0.3,2.6,0.0,0.034,18.014
pokeberry shoots raw,37,0.6,0.0,0.0,0.0,5.9,0.0,4.2,2.7,0.0,0.05,13.9
cranberries,21,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0.0,0.03,7.473
quince,52,0.012,0.049,0.033,0.089,14.1,0.0,0.4,1.7,0.0,0.081,16.436
chayote raw,25,0.2,0.027,0.053,0.021,6.0,2.2,1.1,2.2,0.0,0.094,9.855
orange with peel,100,0.5,0.036,0.003,0.048,24.6,0.0,2.1,7.2,0.0,0.028,259.9
chokecherries,249,2.6,0.0,0.0,0.0,51.8,14.4,4.7,30.8,0.0,0.078,191.9
mango,202,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,60.641
wild plum,147,0.3,0.0,0.0,0.0,35.3,17.1,0.7,9.7,0.0,0.047,80.6
jeijoa,148,1.0,0.3,0.1,0.3,37.0,19.9,1.7,15.6,0.0,0.041,176.8
groundcherries,74,1.0,0.0,0.0,0.0,15.7,0.0,2.7,0.0,0.0,0.0,48.8
pesca,30,0.1,6.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
persimmon,32,0.1,0.0,0.0,0.0,8.4,0.0,0.2,0.0,0.0,0.024,32.6
grapes,3,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0.0,0.009,1.83
rambutan canned,175,0.4,0.0,0.0,0.0,44.7,0.0,1.4,1.9,0.0,0.051,106.7
figs canned,14,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0.0,0.049,12.491
prunes canned,246,0.5,0.072,0.3,0.1,65.1,0.0,2.0,8.9,0.0,0.044,123.9
pineapples canned,28,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0.0,0.06,19.255
prune plums canned,27,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,13.728
tangerines canned,92,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0.0,0.022,140.389
fruit cocktail canned,109,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0.0,0.059,57.508
sour cherries canned,189,0.3,0.007,0.033,0.087,48.6,0.0,1.9,2.0,0.0,0.073,86.3
mangosteen canned,143,1.1,0.0,0.0,0.0,35.1,0.0,0.8,3.5,0.0,0.024,70.3
apricot juice,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,35.804
strawberries canned,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,180.9
peach canned,110,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0.0,0.006,58.587
fruit salad canned,125,0.008,0.08,0.005,0.006,32.5,0.0,1.3,2.5,0.0,0.069,72.531
gooseberries canned,184,0.5,0.004,0.097,0.3,47.3,0.0,1.6,6.0,0.0,0.097,121.7
grapefruit canned,88,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1.0,0.0,0.091,115.7
pear canned,38,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0.0,0.088,19.566
raspberries canned,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,122.2
papaya canned,80,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0.0,0.075,32.371
grapes canned,98,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0.0,0.022,57.6
apple dried,145,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,56.1
peach dried,199,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,97.5
plantain chips,150,8.4,2.4,1.6,3.3,18.1,0.3,0.6,1.0,0.0,0.039,40.0
golden raisins,498,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,240.0
raisins seeded,488,0.9,0.3,0.036,0.3,129.5,0.0,4.2,11.2,0.0,0.098,205.2
zante currants dried,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,258.1
pear dried,94,0.2,0.003,0.01,0.065,25.1,22.4,0.7,2.7,0.0,0.074,44.2
raisins,90,0.056,0.005,0.063,0.004,23.8,19.6,1.0,1.4,0.0,0.025,26.474
prune plums dried,308,0.5,0.01,0.4,0.1,81.5,0.0,2.7,9.4,0.0,0.011,155.5
cranberries dried,370,1.6,0.1,0.2,0.8,98.8,78.0,0.053,6.8,0.0,0.037,120.036
figs dried,21,0.008,0.014,0.003,0.037,5.4,4.0,0.3,0.8,0.0,0.091,20.461
longans dried,5,0.091,0.0,0.0,0.0,1.3,0.0,0.027,0.0,0.0,0.018,2.804
banana chips,147,9.5,8.2,0.6,0.2,16.5,10.0,0.7,2.2,0.0,0.099,36.2
lychee dried,7,0.003,0.076,0.004,0.061,1.8,1.7,0.01,0.1,0.0,0.049,7.431
apricot dried,17,0.015,0.02,0.083,0.031,4.4,3.7,0.2,0.5,0.0,0.066,9.329
longan,2,0.076,0.0,0.0,0.0,0.5,0.0,0.009,0.071,0.0,0.0,3.493
mamey sapote,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,142.2
waxgourd cooked,19,0.4,0.026,0.076,0.2,4.3,2.1,0.7,1.8,0.0,0.6,57.8
jackfruit,33,0.2,0.071,0.004,0.002,8.1,6.7,0.6,0.5,0.0,0.094,9.574
loquats,9,0.071,0.085,0.035,0.023,2.4,0.0,0.09,0.3,0.0,0.053,6.236
mammy apple mamey,431,4.2,1.2,1.7,0.7,105.8,0.0,4.2,25.4,0.0,0.1,357.0
nance,82,1.3,0.0,0.0,0.0,19.0,9.3,0.7,8.4,0.0,0.039,29.436
coconut whole coconut,3336,71.5,672.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5
prickly pear,42,0.5,0.014,0.038,0.2,9.9,0.0,0.8,3.7,0.0,0.044,14.977
lychee,6,0.016,0.06,0.03,0.067,1.6,1.5,0.024,0.1,0.0,0.029,2.012
naranjilla lulo pulp,30,0.3,0.0,0.0,0.0,7.1,4.5,0.5,1.3,0.0,0.044,23.0
coconut meat dried,187,18.3,16.2,0.8,0.2,6.7,2.1,1.9,4.6,0.0,0.058,40.2
waxgourd raw,17,0.3,0.036,0.024,0.1,4.0,0.0,0.5,3.8,0.0,0.1,51.4
surinam cherry pitanga,2,0.059,0.0,0.0,0.0,0.5,0.0,0.045,0.0,0.0,0.1,3.056
passion fruit,17,0.1,0.098,0.051,0.053,4.2,2.0,0.4,1.9,0.0,0.072,6.667
sapodilla,141,1.9,0.3,0.9,0.05,33.9,0.0,0.7,9.0,0.0,0.08,107.6
pummelo,48,0.06,0.0,0.0,0.0,12.0,0.0,1.0,1.3,0.0,0.094,14.376
coconut meat,1405,133.0,117.9,5.7,1.5,60.5,24.7,13.2,35.7,0.0,0.022,320.7
soursop,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,127.6
papaya,62,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0.0,0.004,19.422
acerola cherry,2,0.052,0.074,0.086,0.036,0.4,0.0,0.079,0.077,0.0,0.088,0.707
ohelo berries,39,0.3,0.0,0.0,0.0,9.6,0.0,0.5,0.0,0.0,0.068,28.7
loganberries,81,0.5,0.053,0.023,0.3,19.1,11.3,2.2,7.8,0.0,0.06,91.2
casaba melon,48,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0.0,0.057,71.2
durian,51,1.9,0.0,0.0,0.0,9.5,0.0,0.5,1.3,0.0,0.079,13.358
coriander leaves raw,4,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0.0,0.005,16.674
garden cress raw,3,0.062,0.052,0.049,0.062,0.5,0.4,0.2,0.063,0.0,0.079,0.886
pasilla peppers dried,24,1.1,0.0,0.0,0.0,3.6,0.0,0.9,1.9,0.0,0.063,15.4
parsley dried,1,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0.0,0.058,6.95
ancho pepper dried,48,1.4,0.1,0.08,0.8,8.7,0.0,2.0,3.7,0.0,0.068,28.4
coriander seeds,5,0.3,0.049,0.2,0.074,1.0,0.0,0.2,0.8,0.0,0.095,15.8
dill weed dried,253,4.4,0.2,0.0,0.0,55.8,0.0,20.0,13.6,0.0,0.2,96.0
borage,19,0.6,0.2,0.2,0.017,2.7,0.0,1.6,0.0,0.0,0.023,121.8
epazote,0,0.06,0.0,0.0,0.0,0.094,0.0,0.059,0.051,0.0,0.021,0.363
chives dried,1,0.055,0.051,0.093,0.023,0.1,0.0,0.013,0.041,0.0,0.04,0.32
thyme fresh,1,0.068,0.07,0.056,0.085,0.2,0.0,0.091,0.1,0.0,0.017,0.545
butterbur,4,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.053,58.6
wasabi root,142,0.8,0.0,0.0,0.0,30.6,0.0,6.2,10.1,0.0,0.02,269.9
